-0.748701, 52.041523,"Nando's Milton Keyne... (Free trial)"
-0.757984, 52.042591,"Nando's Milton Keynes/The Centr... (Free trial)"
-3.27449, 51.565579,"Nando's Nantgar... (Free trial)"
-1.3240633, 51.400035,"Nando's Newbur... (Free trial)"
-1.615095, 54.975095,"Nando's Newcastl... (Free trial)"
-1.619125, 54.97109,"Nando's Newcastl... (Free trial)"
-0.895386, 52.23741,"Nando's Northampto... (Free trial)"
-0.166508, 51.460313,"Nando's Northcote Roa... (Free trial)"
1.294484, 52.626485,"Nando's Norwic... (Free trial)"
1.304202, 52.625182,"Nando's Norwich/Riversid... (Free trial)"
-0.195896, 51.509377,"Nando's Notting Hil... (Free trial)"
-1.152605, 52.953619,"Nando's Nottingha... (Free trial)"
-1.175882, 52.936402,"Nando's Nottingha... (Free trial)"
-1.150225, 52.955798,"Nando's Nottingha... (Free trial)"
-1.2821502, 53.00296,"Nando's Nottingham Giltbroo... (Free trial)"
-2.1385511, 53.558199,"Nando's Oldha... (Free trial)"
-0.095184, 51.513624,"Nando's One New Chang... (Free trial)"
0.112879, 51.392801,"Nando's Orpingto... (Free trial)"
-1.262922, 51.753315,"Nando's Oxfor... (Free trial)"
-1.240717, 51.748708,"Nando's Oxfor... (Free trial)"
-0.281315, 51.525283,"Nando's Park Roya... (Free trial)"
-0.242876, 52.572324,"Nando's Peterboroug... (Free trial)"
-4.139282, 50.37089,"Nando's Plymout... (Free trial)"
-4.125289, 50.367076,"Nando's Plymout... (Free trial)"
-1.9517, 50.746488,"Nando's Pool... (Free trial)"
-1.107716, 50.795578,"Nando's Portsmout... (Free trial)"
-2.698961, 53.758644,"Nando's Preston Market Plac... (Free trial)"
-2.676677, 53.773983,"Nando's Preston/Deepdal... (Free trial)"
-0.21352, 51.460224,"Nando's Putne... (Free trial)"
-0.973993, 51.456994,"Nando's Readin... (Free trial)"
-0.971283, 51.453715,"Nando's Readin... (Free trial)"
-0.304919, 51.458008,"Nando's Richmon... (Free trial)"
